Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Nhà hẻm,Huyện Củ Chi,199,5,4,0.71
Nhà hẻm,Quận 4,507,9,5,14.81
Chung cư,Quận 7,148,2,3,3.14
Nhà mặt tiền,Quận Tân Bình,122,5,5,16.87
Nhà mặt tiền,Huyện Nhà Bè,123,9,6,7.82
Nhà hẻm,Quận Gò Vấp,360,2,1,6.45
Chung cư,Quận Tân Phú,235,3,1,3.75
Nhà hẻm,Quận Bình Tân,157,3,6,5.44
Biệt thự,Huyện Hóc Môn,53,3,3,1.97
Chung cư,Quận 11,192,9,6,11.03
Chung cư,Huyện Cần Giờ,183,3,2,0.73
Nhà hẻm,Quận 7,53,2,1,0.87
Nhà mặt tiền,Quận Gò Vấp,431,8,4,43.32
Nhà mặt tiền,Quận Bình Tân,141,4,3,7.81
Chung cư,Huyện Cần Giờ,533,8,4,3.41
Nhà mặt tiền,Quận Bình Thạnh,341,4,1,20.67
Biệt thự,Quận 9 (TP. Thủ Đức),158,7,5,16
Nhà mặt tiền,Quận 1,251,6,4,93.53
Biệt thự,Quận 11,173,5,4,43.21
Nhà hẻm,Quận 9 (TP. Thủ Đức),18,9,5,0.6
Nhà mặt tiền,Huyện Bình Chánh,322,5,3,5.14
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),387,5,2,19.12
Biệt thự,Quận Bình Thạnh,257,6,4,65.99
Biệt thự,Quận Gò Vấp,365,4,4,58.4
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),224,9,4,11.51
Chung cư,Quận 4,294,5,4,5.24
Nhà mặt tiền,Quận Tân Bình,230,3,2,18.46
Biệt thự,Quận 10,344,6,4,148.43
Nhà hẻm,Quận 4,313,2,4,5.7
Chung cư,Quận 7,136,5,3,3.44
Biệt thự,Quận 9 (TP. Thủ Đức),270,8,1,14.3
Biệt thự,Huyện Bình Chánh,170,6,6,7.9
Biệt thự,Quận Phú Nhuận,461,4,4,129.38
Chung cư,Huyện Hóc Môn,479,2,5,3.46
Biệt thự,Quận 12,472,5,2,33.08
Nhà mặt tiền,Quận Phú Nhuận,146,1,3,12.8
Nhà hẻm,Quận 2 (TP. Thủ Đức),465,6,4,26.28
Chung cư,Quận 1,168,9,2,17.51
Chung cư,Quận 3,89,2,3,5.47
Biệt thự,Quận 10,112,5,5,46.31
Nhà mặt tiền,Quận 3,164,8,6,46.15
Nhà mặt tiền,Quận 3,535,4,4,112.73
Nhà hẻm,Quận 6,245,8,2,10.01
Nhà hẻm,Quận 5,96,1,6,8.08
Chung cư,Quận Thủ Đức (TP. Thủ Đức),183,5,1,2.39
Nhà hẻm,Quận Gò Vấp,488,3,5,22.71
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),423,7,6,27.49
Nhà hẻm,Quận Gò Vấp,439,7,4,20.7
Biệt thự,Quận 6,282,5,1,26.58
Chung cư,Quận Phú Nhuận,371,9,5,29.57
Chung cư,Quận 1,55,2,4,5.88
Chung cư,Quận 9 (TP. Thủ Đức),110,1,2,1
Nhà mặt tiền,Huyện Nhà Bè,72,9,4,3.88
Nhà mặt tiền,Quận Phú Nhuận,55,1,4,5.5
Nhà mặt tiền,Quận Bình Thạnh,412,2,1,21.28
Nhà mặt tiền,Quận Bình Tân,429,2,5,25.04
Chung cư,Quận 9 (TP. Thủ Đức),16,8,5,0.33
Chung cư,Quận Tân Phú,148,3,4,4.24
Biệt thự,Quận 4,488,4,4,42.12
Biệt thự,Quận Tân Phú,432,6,2,55.3
Nhà hẻm,Quận 4,24,2,3,0.43
Chung cư,Quận Thủ Đức (TP. Thủ Đức),346,4,6,8.56
Biệt thự,Quận 4,526,4,6,51.46
Nhà hẻm,Quận Tân Bình,207,7,4,13.89
Nhà mặt tiền,Quận 10,262,1,6,36.48
Nhà mặt tiền,Huyện Nhà Bè,161,8,6,9.41
Nhà mặt tiền,Quận 11,378,3,6,47.38
Chung cư,Quận 8,206,4,3,4.82
Nhà mặt tiền,Huyện Bình Chánh,125,8,3,2.34
Nhà mặt tiền,Quận Tân Phú,382,5,3,31.03
Nhà mặt tiền,Quận Tân Bình,206,8,2,23.09
Nhà hẻm,Quận 9 (TP. Thủ Đức),404,8,6,12.58
Nhà hẻm,Huyện Cần Giờ,115,2,3,0.68
Nhà hẻm,Quận Bình Thạnh,400,6,4,24.43
Biệt thự,Quận 8,505,6,3,67.95
Chung cư,Quận 3,538,1,1,15.36
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),305,8,5,17.25
Biệt thự,Quận 12,494,2,5,39.8
Biệt thự,Quận 12,372,6,6,43.2
Nhà hẻm,Huyện Hóc Môn,239,5,2,2.19
Nhà hẻm,Quận Gò Vấp,358,8,2,13.82
Nhà hẻm,Quận 8,163,8,5,6.5
Biệt thự,Quận Bình Tân,347,8,4,53.13
Nhà hẻm,Quận Tân Phú,510,6,1,11.03
Nhà hẻm,Quận 6,361,9,6,20.59
Nhà mặt tiền,Quận 11,232,5,5,32.26
Nhà hẻm,Quận 7,131,3,4,4.53
Chung cư,Quận 3,292,9,3,26.27
Nhà mặt tiền,Quận Bình Thạnh,21,1,4,1.65
Nhà mặt tiền,Quận 12,380,5,2,13.77
Nhà hẻm,Quận 7,492,9,3,20.64
Nhà hẻm,Quận 10,532,6,6,64.97
Nhà hẻm,Quận 9 (TP. Thủ Đức),152,5,5,4.37
Biệt thự,Quận 3,413,7,5,214.08
Biệt thự,Quận Bình Thạnh,177,1,2,19.8
Biệt thự,Quận Gò Vấp,286,4,6,58.79
Nhà mặt tiền,Quận 4,507,3,6,23.08
Chung cư,Quận Tân Phú,171,8,5,7.08
Nhà hẻm,Huyện Bình Chánh,11,1,2,0.05
Nhà mặt tiền,Quận 12,228,1,4,7.15
Nhà mặt tiền,Quận 7,209,4,1,7.75
Nhà mặt tiền,Quận 10,481,6,5,97.59
Nhà mặt tiền,Quận 1,130,4,1,22.22
Nhà hẻm,Quận 12,390,5,3,8.01
Nhà hẻm,Quận Bình Tân,426,7,4,16.28
Nhà hẻm,Quận 7,500,2,2,12.09
Chung cư,Quận Thủ Đức (TP. Thủ Đức),504,3,4,9.89
Chung cư,Huyện Cần Giờ,73,2,1,0.18
Chung cư,Quận 4,222,7,3,3.98
Nhà mặt tiền,Quận 10,416,1,1,27.4
Biệt thự,Huyện Bình Chánh,297,8,2,8.07
Nhà mặt tiền,Quận 7,189,5,4,15.01
Chung cư,Quận 11,75,6,3,3.64
Nhà hẻm,Quận 3,432,8,3,45.93
Nhà mặt tiền,Quận 12,397,1,6,14.71
Biệt thự,Quận 8,304,1,3,24.99
Nhà hẻm,Quận 3,490,4,4,53.56
Biệt thự,Huyện Cần Giờ,242,2,4,6.04
Nhà mặt tiền,Huyện Nhà Bè,316,3,5,15.76
Chung cư,Quận 8,215,3,2,3.86
Nhà hẻm,Quận 9 (TP. Thủ Đức),539,4,2,9.12
Nhà mặt tiền,Quận 7,210,1,3,9.35
Biệt thự,Quận 5,401,9,4,202.05
Biệt thự,Huyện Cần Giờ,191,8,4,6.51
Nhà mặt tiền,Huyện Nhà Bè,39,6,6,2.39
Biệt thự,Quận 5,196,6,5,101.87
Chung cư,Huyện Nhà Bè,152,1,4,1.96
Chung cư,Quận Gò Vấp,278,9,1,5.88
Chung cư,Quận 7,303,7,6,10.82
Nhà mặt tiền,Quận Tân Phú,26,7,2,1.68
Nhà mặt tiền,Quận Tân Phú,195,5,6,19.72
Nhà hẻm,Huyện Nhà Bè,379,8,3,10.8
Biệt thự,Quận 12,191,6,2,14.49
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),204,8,4,23.81
Nhà mặt tiền,Quận Phú Nhuận,401,6,6,69.86
Chung cư,Quận 3,489,6,5,48.46
Nhà mặt tiền,Quận 1,393,4,5,153.99
Nhà hẻm,Quận 2 (TP. Thủ Đức),341,7,3,18.16
Nhà hẻm,Quận 12,222,4,2,4.12
Nhà hẻm,Huyện Củ Chi,149,8,5,0.66
Chung cư,Quận Tân Phú,489,2,2,10.06
Chung cư,Quận Bình Thạnh,487,7,5,28.31
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),392,4,4,48.78
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),533,6,5,17.68
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),39,4,3,3.64
Biệt thự,Quận 12,26,5,5,2.83
Nhà hẻm,Huyện Củ Chi,67,1,4,0.14
Nhà hẻm,Quận Bình Tân,515,7,2,14.64
Nhà mặt tiền,Huyện Hóc Môn,304,7,6,9.18
Chung cư,Quận Gò Vấp,346,2,3,8.53
Chung cư,Quận Thủ Đức (TP. Thủ Đức),482,9,2,10.84
Nhà mặt tiền,Quận Tân Bình,299,8,2,32.13
Chung cư,Huyện Hóc Môn,16,4,3,0.13
Biệt thự,Quận 1,40,1,1,9.38
Chung cư,Quận 6,470,2,1,6.92
Chung cư,Quận 5,218,4,4,18.94
Chung cư,Quận Gò Vấp,175,6,5,7.02
Chung cư,Quận Gò Vấp,180,8,4,6.64
Chung cư,Quận Thủ Đức (TP. Thủ Đức),33,6,5,0.9
Chung cư,Huyện Củ Chi,369,6,3,0.95
Chung cư,Quận 10,287,1,2,10.74
Chung cư,Huyện Nhà Bè,343,1,4,4.15
Nhà hẻm,Quận Phú Nhuận,466,4,3,30.28
Chung cư,Quận 2 (TP. Thủ Đức),234,6,2,8.12
Biệt thự,Huyện Củ Chi,241,6,6,3.93
Nhà hẻm,Quận Phú Nhuận,400,9,4,33.92
Biệt thự,Quận 11,135,4,4,32.83
Nhà mặt tiền,Quận Bình Thạnh,491,3,4,53.54
Chung cư,Quận 7,496,4,2,9.84
Biệt thự,Huyện Cần Giờ,77,4,2,1.65
Chung cư,Quận Thủ Đức (TP. Thủ Đức),110,4,6,2.77
Nhà hẻm,Quận 5,448,5,6,57.29
Chung cư,Quận Gò Vấp,443,2,5,11.84
Chung cư,Quận 6,458,3,6,14.66
Biệt thự,Quận Phú Nhuận,294,1,4,56.86
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),117,1,5,9.42
Nhà mặt tiền,Quận 3,80,6,4,20.46
Biệt thự,Quận Tân Phú,210,3,1,16.77
Biệt thự,Huyện Củ Chi,387,9,3,5.46
Biệt thự,Quận 10,279,7,4,128.84
Nhà hẻm,Quận 3,439,4,5,48.93
Chung cư,Quận Thủ Đức (TP. Thủ Đức),28,4,3,0.53
Chung cư,Huyện Củ Chi,362,4,5,0.91
Nhà hẻm,Quận 6,420,8,5,23.26
Biệt thự,Quận Tân Phú,117,7,1,10.37
Chung cư,Quận 4,137,7,5,3.04
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),25,4,2,2.44
Chung cư,Huyện Nhà Bè,219,3,1,1.93
Chung cư,Quận 1,98,3,5,13.35
Chung cư,Quận Tân Phú,249,8,4,8.5
Biệt thự,Quận Bình Tân,310,3,3,31.51
Nhà mặt tiền,Quận 7,202,6,6,19.46
Chung cư,Quận 12,402,5,4,7.62
Nhà hẻm,Huyện Hóc Môn,237,1,1,0.89
Biệt thự,Quận Phú Nhuận,221,3,3,57.2
Chung cư,Quận 7,443,1,5,9.36
Biệt thự,Huyện Bình Chánh,428,6,4,15.96
Biệt thự,Quận Phú Nhuận,378,7,4,134.33
Biệt thự,Quận 11,80,4,5,19.86
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),411,5,2,9.7
Nhà hẻm,Quận Tân Bình,404,1,2,12.31
Biệt thự,Quận 4,407,1,1,12.93
Nhà hẻm,Quận Tân Phú,262,5,2,8.45
Biệt thự,Quận 6,229,7,1,23.64
Nhà hẻm,Quận 1,23,5,4,3.99
Biệt thự,Quận 5,372,6,6,192.89
Nhà mặt tiền,Quận 5,77,2,5,14.99
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),73,9,2,2.81
Nhà mặt tiền,Quận 10,306,5,5,71.28
Nhà mặt tiền,Huyện Bình Chánh,336,6,2,4.39
Chung cư,Quận 11,45,5,4,2.16
Biệt thự,Quận Gò Vấp,117,2,4,16.13
Nhà hẻm,Quận 5,411,2,2,27.29
Nhà hẻm,Quận Phú Nhuận,495,7,5,41.84
Nhà mặt tiền,Quận Tân Bình,234,1,1,9.73
Biệt thự,Quận 5,77,3,1,16.35
Chung cư,Quận Tân Bình,469,6,5,26
Nhà mặt tiền,Quận Tân Phú,280,9,1,13.64
Nhà hẻm,Huyện Cần Giờ,413,5,5,3.33
Chung cư,Quận 10,514,7,3,37.37
Chung cư,Huyện Hóc Môn,373,9,4,3.73
Nhà mặt tiền,Huyện Hóc Môn,272,7,5,8.05
Chung cư,Huyện Cần Giờ,233,1,4,0.93
Nhà hẻm,Huyện Hóc Môn,354,4,5,4.24
Biệt thự,Quận 4,99,1,3,5.21
Chung cư,Quận 12,317,6,4,6.48
Nhà hẻm,Quận 11,512,8,2,27.13
Biệt thự,Quận 11,38,9,2,8.64
Chung cư,Quận 8,355,2,3,6.91
Nhà hẻm,Huyện Nhà Bè,287,6,6,8.32
Chung cư,Huyện Nhà Bè,373,5,6,8.12
Nhà hẻm,Quận 4,92,5,4,2.17
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),61,5,3,6.48
Chung cư,Quận 1,435,3,4,48.92
Biệt thự,Quận Gò Vấp,11,8,3,1.97
Nhà mặt tiền,Huyện Hóc Môn,13,7,4,0.31
Biệt thự,Quận Tân Bình,305,3,3,59.2
Nhà hẻm,Huyện Củ Chi,323,3,1,0.53
Chung cư,Huyện Bình Chánh,149,1,3,0.59
Nhà mặt tiền,Quận 4,342,6,6,18.43
Nhà hẻm,Quận Phú Nhuận,437,6,3,32.21
Biệt thự,Quận Bình Thạnh,318,7,4,78.07
Nhà hẻm,Quận Gò Vấp,121,6,2,4.32
Nhà mặt tiền,Quận Gò Vấp,29,6,2,2.1
Nhà hẻm,Huyện Củ Chi,440,4,2,1.06
Chung cư,Huyện Nhà Bè,167,1,6,2.31
Biệt thự,Quận 4,480,2,3,33.86
Chung cư,Quận 8,280,9,6,10.71
Nhà hẻm,Quận Phú Nhuận,30,7,5,2.35
Chung cư,Huyện Nhà Bè,179,5,2,2.9
Chung cư,Quận 1,61,4,1,4.06
Chung cư,Quận Gò Vấp,81,6,1,1.57
Chung cư,Quận Bình Thạnh,511,6,3,22.39
Chung cư,Quận Thủ Đức (TP. Thủ Đức),58,9,6,1.84
Chung cư,Quận Bình Tân,464,6,6,14.63
Chung cư,Quận Bình Thạnh,195,9,6,11.55
Chung cư,Quận Tân Bình,112,4,1,2.72
Nhà hẻm,Quận 2 (TP. Thủ Đức),85,5,3,3.9
Chung cư,Quận Gò Vấp,409,6,5,16.46
Biệt thự,Quận Tân Bình,471,5,5,117.82
Nhà mặt tiền,Quận 5,468,7,4,112.23
Biệt thự,Quận 5,540,6,2,184.61
Chung cư,Huyện Hóc Môn,470,2,3,2.8
Nhà mặt tiền,Quận 3,506,5,6,124.77
Biệt thự,Quận 2 (TP. Thủ Đức),259,3,6,54.37
Nhà mặt tiền,Quận Phú Nhuận,520,6,4,77.95
Nhà hẻm,Quận 1,49,5,4,8.97
Chung cư,Huyện Hóc Môn,450,9,3,4.13
Nhà mặt tiền,Quận 4,92,4,5,4.51
Chung cư,Quận Bình Tân,309,8,4,8.01
Chung cư,Huyện Hóc Môn,449,2,1,1.61
Chung cư,Quận Tân Bình,428,6,5,23.26
Biệt thự,Quận Bình Tân,510,5,2,51.23
Chung cư,Quận 11,228,3,3,9.2
Chung cư,Quận Tân Bình,408,7,5,22.47
Biệt thự,Quận 5,287,7,1,75.73
Chung cư,Quận Gò Vấp,525,7,5,19.78
Nhà hẻm,Huyện Cần Giờ,188,7,5,1.54
Nhà mặt tiền,Huyện Cần Giờ,259,7,5,4.37
Chung cư,Quận 7,422,4,5,12.72
Nhà mặt tiền,Quận 11,364,9,1,27.7
Biệt thự,Quận 9 (TP. Thủ Đức),277,9,1,15.89
Nhà hẻm,Quận 8,244,3,3,7.09
Biệt thự,Quận 8,186,1,2,13.31
Chung cư,Quận 6,69,7,3,2.26
Nhà hẻm,Quận 7,351,2,5,11.26
Biệt thự,Quận 4,453,6,2,34.47
Biệt thự,Huyện Cần Giờ,190,2,2,3.35
Chung cư,Quận 6,10,6,4,0.34
Nhà hẻm,Huyện Bình Chánh,306,1,6,2
Nhà mặt tiền,Huyện Củ Chi,181,9,4,1.36
Chung cư,Huyện Cần Giờ,303,2,3,1.32
Chung cư,Quận 10,69,9,6,7.18
Chung cư,Quận 8,430,9,4,12.87
Chung cư,Huyện Nhà Bè,376,2,5,5.84
Nhà mặt tiền,Quận 1,31,6,6,14.08
Biệt thự,Quận Gò Vấp,59,9,4,11.71
Nhà mặt tiền,Quận 6,361,8,6,40.26
Nhà mặt tiền,Quận 12,534,7,6,32.78
Nhà hẻm,Quận 12,12,9,4,0.32
Nhà mặt tiền,Quận 12,251,3,3,9.44
Biệt thự,Huyện Bình Chánh,496,6,1,8.81
Nhà hẻm,Huyện Cần Giờ,251,6,1,1.15
Nhà mặt tiền,Quận Bình Tân,375,4,4,23.75
Biệt thự,Quận 1,509,7,3,333.58
Chung cư,Quận 8,163,3,6,4.48
Nhà hẻm,Quận 9 (TP. Thủ Đức),52,9,5,1.52
Chung cư,Quận 5,200,7,5,20.12
Chung cư,Quận 5,259,8,4,26.4
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),480,6,1,8.71
Nhà hẻm,Huyện Bình Chánh,92,3,2,0.52
Nhà mặt tiền,Quận 10,309,6,4,57.55
Chung cư,Quận Tân Bình,294,2,6,13.58
Nhà hẻm,Huyện Bình Chánh,145,8,5,1.67
Nhà hẻm,Quận 12,96,3,6,2.36
Chung cư,Quận 3,10,1,2,0.41
Nhà mặt tiền,Quận 3,403,6,5,98.28
Chung cư,Quận 11,230,8,2,9.76
Chung cư,Quận 7,356,1,6,8
Nhà mặt tiền,Quận 5,299,7,5,78.85
Nhà mặt tiền,Quận Gò Vấp,148,4,5,12.96
Chung cư,Quận 4,487,6,3,8.25
Nhà mặt tiền,Quận 7,178,9,3,14.6
Biệt thự,Quận 5,499,5,1,116.29
Nhà mặt tiền,Quận 4,469,8,6,29.84
Chung cư,Huyện Nhà Bè,72,1,2,0.69
Chung cư,Quận 5,143,2,1,4.94
Chung cư,Quận Tân Phú,255,8,2,7.62
Chung cư,Quận 10,329,6,4,26.81
Nhà mặt tiền,Quận 10,408,7,4,91.37
Biệt thự,Quận Bình Tân,420,1,3,31.35
Nhà mặt tiền,Quận 12,250,9,1,7.28
Biệt thự,Quận Tân Phú,67,5,5,11.38
Biệt thự,Quận Phú Nhuận,457,3,6,130.5
Nhà mặt tiền,Huyện Bình Chánh,476,7,6,9.3
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),35,1,4,1.32
Nhà hẻm,Huyện Bình Chánh,422,5,3,3.32
Nhà mặt tiền,Quận 11,358,1,1,14.69
Chung cư,Quận Tân Phú,492,2,1,6.55
Chung cư,Quận 2 (TP. Thủ Đức),384,7,4,18.17
Biệt thự,Quận 9 (TP. Thủ Đức),160,9,3,15.57
Nhà mặt tiền,Quận Phú Nhuận,421,5,6,69.78
Nhà hẻm,Quận 3,127,1,6,10.78
Chung cư,Quận Bình Thạnh,286,5,6,14.17
Chung cư,Huyện Củ Chi,66,7,4,0.19
Chung cư,Huyện Nhà Bè,257,9,4,5.51
Chung cư,Quận 12,183,9,4,3.63
Chung cư,Quận 4,256,3,3,3.77
Chung cư,Quận Bình Thạnh,27,9,5,1.67
Chung cư,Huyện Cần Giờ,349,7,6,2.56
Nhà mặt tiền,Quận Phú Nhuận,25,1,2,1.86
Nhà hẻm,Huyện Hóc Môn,222,7,1,1.38
Chung cư,Quận 3,165,8,4,16.01
Biệt thự,Huyện Bình Chánh,502,5,6,18.67
Nhà mặt tiền,Huyện Cần Giờ,528,6,2,6
Chung cư,Quận 3,82,8,1,4.28
Biệt thự,Quận 1,173,4,2,88.14
Nhà mặt tiền,Quận Gò Vấp,247,9,2,17.17
Biệt thự,Quận Bình Tân,433,1,2,28.68
Chung cư,Huyện Bình Chánh,325,8,1,1.35
Nhà hẻm,Huyện Hóc Môn,36,9,1,0.24
Chung cư,Huyện Hóc Môn,268,6,3,2.23
Biệt thự,Quận 1,538,5,6,454.96
Biệt thự,Quận Tân Phú,316,2,4,39.65
Chung cư,Quận 10,150,8,6,14.2
Nhà hẻm,Quận Bình Tân,386,3,5,12.22
Chung cư,Quận Thủ Đức (TP. Thủ Đức),101,4,1,1.14
Biệt thự,Quận Tân Phú,114,6,6,21.06
Biệt thự,Quận Phú Nhuận,342,6,5,104.95
Nhà hẻm,Quận 11,25,6,6,1.78
Nhà hẻm,Quận 4,173,4,5,4.17
Nhà hẻm,Quận 2 (TP. Thủ Đức),66,1,4,2.37
Nhà hẻm,Quận 6,372,5,3,14.09
Chung cư,Quận 3,14,4,5,1.19
Biệt thự,Quận Tân Phú,210,4,5,40.58
Biệt thự,Quận 3,74,4,1,16.47
Biệt thự,Huyện Cần Giờ,197,1,3,3.52
Chung cư,Quận 12,106,4,3,1.7
Nhà mặt tiền,Quận 11,400,8,5,60.17
Chung cư,Huyện Củ Chi,507,4,4,1.34
Biệt thự,Quận Tân Phú,193,1,1,10.93
Nhà hẻm,Quận 9 (TP. Thủ Đức),200,3,4,4.27
Nhà hẻm,Quận 7,82,3,4,2.8
Nhà hẻm,Quận 5,128,9,4,14.91
Nhà hẻm,Quận Tân Bình,274,4,3,14.59
Biệt thự,Quận Bình Tân,185,3,1,11.63
Biệt thự,Quận 11,130,7,6,39.38
Biệt thự,Quận Tân Phú,488,2,3,55.94
Biệt thự,Huyện Bình Chánh,146,5,3,4.38
Nhà mặt tiền,Huyện Hóc Môn,57,8,2,1.02
Biệt thự,Quận 5,301,5,1,72.38
Chung cư,Quận 3,135,5,2,9.08
Nhà mặt tiền,Huyện Hóc Môn,179,9,4,4.86
Chung cư,Quận 9 (TP. Thủ Đức),391,5,2,5.34
Biệt thự,Quận Tân Bình,63,1,1,5.24
Chung cư,Quận 4,44,7,4,0.81
Nhà hẻm,Quận 4,297,5,2,5.9
Biệt thự,Huyện Hóc Môn,488,5,2,15.85
Biệt thự,Quận Phú Nhuận,290,9,6,102.1
Chung cư,Quận Gò Vấp,105,3,4,3.09
Nhà mặt tiền,Huyện Cần Giờ,234,9,5,4.21
Biệt thự,Huyện Củ Chi,369,9,2,4.45
Chung cư,Quận 8,63,5,2,1.38
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),446,3,4,46.92
Chung cư,Quận 11,131,8,3,5.61
Nhà mặt tiền,Huyện Củ Chi,281,5,4,2.03
Chung cư,Quận 4,329,1,2,2.83
Nhà mặt tiền,Quận 6,208,6,4,20.93
Nhà mặt tiền,Quận Gò Vấp,431,8,5,42.01
Biệt thự,Quận Tân Bình,298,2,1,31.84
Nhà hẻm,Quận 2 (TP. Thủ Đức),184,7,4,10.68
Chung cư,Quận Phú Nhuận,129,9,4,8.55
Nhà hẻm,Quận Tân Bình,487,3,2,20.53
Nhà hẻm,Huyện Bình Chánh,449,7,4,4.03
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),397,6,5,50.51
Chung cư,Quận Gò Vấp,398,8,1,7.79
Nhà hẻm,Quận Bình Thạnh,83,4,4,4.79
Nhà hẻm,Quận 2 (TP. Thủ Đức),494,4,1,14.05
Nhà mặt tiền,Huyện Bình Chánh,427,7,2,6.21
Chung cư,Quận Thủ Đức (TP. Thủ Đức),264,1,6,4.51
Biệt thự,Quận 10,217,6,6,104.52
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),516,1,6,22.25
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),434,9,3,22.02
Chung cư,Quận 11,304,8,4,16.04
Nhà mặt tiền,Quận 12,413,1,3,11.81
Biệt thự,Quận 2 (TP. Thủ Đức),184,7,3,35.83
Nhà mặt tiền,Huyện Nhà Bè,13,3,4,0.62
Chung cư,Quận Tân Phú,57,9,6,2.38
Biệt thự,Quận 12,337,4,2,21.78
Nhà hẻm,Quận 4,437,8,6,12.21
Chung cư,Quận 5,383,3,5,31.4
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),387,9,5,14.97
Biệt thự,Quận 3,334,2,4,118.77
Biệt thự,Quận Phú Nhuận,362,3,2,74.6
Nhà hẻm,Quận Tân Bình,412,7,6,35.12
Nhà hẻm,Quận 5,184,5,6,25.01
Nhà hẻm,Quận Tân Bình,153,9,1,5.24
Nhà hẻm,Quận Tân Phú,71,6,4,3.14
Chung cư,Quận Tân Phú,481,2,6,13.96
Nhà mặt tiền,Quận 11,372,1,2,22.75
Chung cư,Quận Bình Thạnh,204,5,5,10.52
Chung cư,Quận Bình Thạnh,477,4,4,21.54
Biệt thự,Quận 4,133,8,5,14.74
Nhà mặt tiền,Quận Gò Vấp,509,1,4,29.16
Nhà mặt tiền,Quận 3,295,3,2,44.84
Nhà mặt tiền,Quận 11,478,7,6,80.15
Biệt thự,Quận 5,472,6,3,201.52
Nhà hẻm,Quận Bình Tân,154,5,4,5.33
Nhà hẻm,Quận 2 (TP. Thủ Đức),243,5,1,6.57
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),254,7,5,9.13
Biệt thự,Quận 2 (TP. Thủ Đức),94,2,6,18.04
Nhà hẻm,Quận 7,486,4,3,15.38
Chung cư,Quận 11,496,8,4,25.03
Biệt thự,Quận 5,70,4,5,34.24
Chung cư,Huyện Nhà Bè,495,7,2,7.72
Biệt thự,Huyện Cần Giờ,278,8,2,7.49
Chung cư,Quận Thủ Đức (TP. Thủ Đức),344,6,1,4.81
Nhà hẻm,Quận Gò Vấp,209,2,1,3.92
Nhà mặt tiền,Quận 12,349,4,6,18.84
Chung cư,Quận 9 (TP. Thủ Đức),41,5,5,0.84
Nhà mặt tiền,Quận Tân Phú,509,2,6,38.87
Biệt thự,Quận 7,318,3,3,40.3
Nhà mặt tiền,Quận 3,439,2,6,85.96
Chung cư,Quận Bình Tân,130,4,5,3.59
Chung cư,Quận 12,34,7,1,0.35
Chung cư,Huyện Cần Giờ,252,2,3,1.07
Nhà hẻm,Quận 10,387,9,3,41.03
Nhà mặt tiền,Quận 4,516,9,1,15.19
Chung cư,Quận Tân Bình,101,1,1,1.62
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),466,4,1,14.52
Nhà mặt tiền,Quận 1,498,5,4,165.56
Nhà hẻm,Huyện Hóc Môn,136,6,4,1.55
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),245,4,5,14.92
Nhà mặt tiền,Quận Tân Phú,101,7,4,9.3
Chung cư,Quận 6,535,1,5,12.36
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),248,2,6,11.46
Biệt thự,Quận Phú Nhuận,220,6,5,73.58
Nhà mặt tiền,Quận Gò Vấp,22,4,4,1.92
Biệt thự,Quận 3,487,7,6,287.28
Nhà mặt tiền,Quận 3,476,3,6,113.83
Nhà mặt tiền,Quận 5,345,4,4,71.65
Nhà mặt tiền,Huyện Nhà Bè,372,6,5,20
Chung cư,Quận 11,219,8,4,11.96
Nhà hẻm,Quận 11,426,9,3,24.97
Biệt thự,Quận Bình Thạnh,538,7,4,128.9
Nhà mặt tiền,Quận Phú Nhuận,283,1,3,25.08
Nhà hẻm,Quận Bình Thạnh,424,7,6,28.38
Biệt thự,Quận 9 (TP. Thủ Đức),74,7,5,7.73
Biệt thự,Quận 8,279,6,3,40.17
Chung cư,Quận Bình Thạnh,296,7,2,10.48
Biệt thự,Quận Bình Thạnh,157,7,1,19.97
Nhà mặt tiền,Quận 7,394,1,2,14.65
Chung cư,Quận 7,69,4,2,1.44
Nhà mặt tiền,Quận Gò Vấp,368,8,5,38.8
